       13728           1
        2221        6734        2921
        2223        6735        2922
        1165        6552        2611
        1164        6551        2610
        1166        6553        2612
         649        3078        3140
        1249        3140        3078
        2257        4824        1216
        2258        4825        1217
        2259        4826        1218
        2208        2542        6489
        2209        2543        6490
        1118        6615        3006
        2356        6899        3484
        2357        6900        3485
        1082        5160        4853
        1636        3059        5514
        1637        3060        5516
        1639        3061        5518
        1641        3063        5519
        1629        5415        2449
         800        2448        5414
        1628        5414        2448
         801        2449        5415
        1631        2451        5417
         803        5417        2451
         802        5416        2450
        1630        2450        5416
        1062        4366        3408
         418        5215        4191
        2146        5610        6247
        2424        6589        3516
         359        5168        2362
         503        2427        5651
        2515        4006        6691
        2284        4082        3449
        1681        3644        4717
        1373        4265        6642
        1374        4266        6643
         546        2255        4258
         547        2256        4259
         309        4788        3421
        1954        4601        5194
        2729        5055        6850
         348        3708        4761
         349        3709        4762
         943        5481        6897
         358        2742        4818
        2303        3370        5769
        1239        4424        4902
        1301        2770        3695
        1451        2896        3225
        1191        3025        2954
        1192        3026        2955
        1328        3435        2427
        1371        4517        3271
        1026        2260        4192
        1027        2261        4193
        2406        6090        5846
        1398        4204        4717
        1379        2808        3148
        1380        2809        3149
        2427        6319        4163
        1004        4421        3121
        1005        4422        3122
         549        5268        2754
        1175        5023        3449
        1029        2738        3349
         855        5769        3370
         550        4027        3007
         361        5062        2342
         992        5995        4492
         797        5600        3456
        1028        2739        3350
        1123        2720        3448
        2297        3291        5502
        2298        3292        5503
         506        2281        4492
         501        3221        4477
         502        3222        4478
         504        3223        4479
         612        2377        4563
        1641        5567        3063
        1839        3408        4366
        1097        6705        3039
        1098        6706        3040
        1099        6707        3041
        1023        2532        3383
         831        6008        2576
        1875        2576        6008
        1973        4701        3379
         996        3379        4701
        2575        5644        3648
        5644         587        3648
        1858        5525        6070
        1997        5260        4499
         617        2491        3354
        1144        2415        5916
        1145        2416        5917
        2224        4854        6628
        1360        2374        4183
        1361        2375        4184
        2829        5247        3880
         529        3862        2449
         750        4430        2276
         902        6178        4838
         804        2304        5358
         805        2305        5359
         309        5891        4788
        2746        6011        4124
        2229        4624        2829
        1072        2838        3681
         410        3451        4224
        1419        4758        2340
        1420        4759        2341
        3199        5642        6387
         740        4696        2325
        1367        2325        4696
         919        2318        4846
         921        2319        4847
         922        2320        4848
        2646        4766        5185
        2647        4767        5186
         992        2401        5312
        3263        5236        5356
        1650        3186        4504
         494        2339        3689
        1193        3107        2941
         562        2941        3107
        1458        4690        2769
         760        5235        2282
         596        6908        3536
         527        2324        4952
        1371        4238        4517
        2153        5429        5136
        2154        5430        5137
        2255        4397        5966
        2256        4398        5967
        1858        6070        3032
        1650        4979        3290
        6577        3844        1905
        1775        3706        2663
        1776        3707        2664
        1773        2665        3705
        2462        6890        2862
        2444        3685        5459
        1545        3161        3162
        1049        3162        3161
        1546        3163        3164
        1050        3164        3163
        1547        3166        3165
        1052        3165        3166
        1548        3167        3168
        1053        3168        3167
        1215        2360        3657
        1329        4461        4353
        1330        4462        4354
         432        2716        4907
         433        2717        4908
        1008        3143        2666
         935        5505        2616
         936        5506        2617
         571        6208        2358
        5459        3685        1020
        1687        3502        3830
         376        3830        3502
          43          44        3433
         114         115        3434
         249         250        3431
         178         179        3432
        3446        4354        5465
        1602        5179        2679
        1603        5180        2680
        1600        2677        5181
        1601        2678        5182
         903        6763        2457
         904        6764        2458
        1034        4419        6229
        1033        4418        6228
         495        6014        3900
         539        4047        5790
         541        4048        5791
         540        5789        4046
         289        5615        2306
         889        4225        6433
         798        2716        3978
        1360        3978        2716
        1543        3356        3748
         633        3748        3356
        1037        5279        4586
        1038        5280        4587
        1039        5281        4588
        1543        3446        5465
        1243        2474        5948
         816        2750        5617
        1538        4357        3333
        1539        4358        3334
        5248        4013         364
        2610        4013        5248
        5249        4014         368
        2611        4014        5249
        5250        4015         369
        2612        4015        5250
         943        2766        4493
        2353        3221        3756
        2354        3222        3757
        2355        3223        3758
         584        3375        3079
        1297        3079        3375
         328        3739        2527
        1238        2527        3739
        2194        3559        5974
        1422        4136        4238
        1388        3348        4718
        3278        4155        6588
         601        3839        2870
        1378        2870        3839
        1202        4003        3565
        1169        3628        2429
         538        2429        3628
        1140        5275        3522
        1138        3521        5276
         860        2878        4898
         859        2877        4897
         432        4703        2716
         433        4704        2717
         390        5162        5627
         796        2715        4967
        1931        2438        4371
        1932        2439        4372
         757        6684        4757
        3221        6048        4477
        3222        6049        4478
        3223        6050        4479
        1453        2477        4863
        1454        2478        4864
        1301        3068        3397
         492        3397        3068
        1219        3576        3606
        1390        2762        4067
         650        4067        2762
         651        4068        2763
        1391        2763        4068
         461        2785        3308
         710        5939        5298
         551        6750        2356
         552        6751        2357
         365        3235        3852
        2778        3731        4816
        2779        3732        4817
        2239        4309        5912
        1419        2340        4907
        1420        2341        4908
         839        5427        5972
         838        5426        5971
         514        3295        3021
        1267        3021        3295
         450        2299        4584
         409        3080        6725
         520        4226        2642
         760        4748        2324
         570        2424        3516
         595        4968        2932
         597        4969        2933
        5623         585        3697
        2580        5623        3697
        2036        2637        6675
         939        2487        6012
        1520        5307        3002
        1521        5308        3003
         691        3782        4832
        1209        3009        3114
        1183        3114        3009
        1184        3115        3010
        1210        3010        3115
        1174        2342        4871
        1523        3971        2481
        1344        2694        3943
         971        3943        2694
         972        3944        2695
        1345        2695        3944
         969        2696        3945
        1346        3945        2696
         970        2697        3946
        1347        3946        2697
         647        4803        2330
        2549        6747        2905
         573        2971        3950
         942        5124        2481
        1523        2481        5124
        1339        5295        2408
        2359        4672        6383
        2402        6952        5266
        1515        5012        2328
         811        5434        5465
        1111        2968        5442
         858        5451        2404
        1886        2446        4324
        1015        2420        5394
         389        4726        5687
        1462        3357        3984
         821        2682        5030
        2027        5030        2682
        2028        5031        2683
         822        2683        5031
         756        2390        4212
        3184        5631        6186
         628        5021        4595
        2822        6785        5288
        1014        2988        3224
        1326        4710        2304
        1327        4711        2305
        1555        3566        2487
         451        4768        2750
        1605        2750        4768
         925        4293        2533
         359        3198        2820
        1438        4028        2907
         423        2907        4028
        1892        3751        2828
        1679        2744        4273
         719        4273        2744
         721        4274        2745
        1680        2745        4274
        1269        3918        2549
         333        6578        2585
         517        3187        2686
         356        2594        3264
         357        2595        3265
        1001        3410        4757
        2006        4757        3410
         448        4277        2297
         449        4278        2298
         452        2300        4279
        1373        5743        3957
        1374        5744        3958
        1476        2356        6029
         296        4635        5266
        1063        3319        2999
        1064        3320        3000
        1066        3321        3001
         951        5480        3861
        1645        5283        2552
         517        2552        5283
        2925        3581        5153
        2926        3580        5154
        2927        3582        5155
         806        5363        2335
         807        5364        2336
        1094        4152        2627
        1716        2912        4809
         977        4809        2912
        1718        2916        4811
         979        4811        2916
        1722        2918        4812
         982        4812        2918
        1171        2430        6333
          57        3289        6498
         128        3288        6499
         165        6496        3287
         236        6497        3286
        2449        5107        5165
        1800        5197        2906
        3924        4851        6101
        5376        3977        1494
        2618        3977        5376
        1489        6114        5221
        2047        5608        6991
         906        2502        6512
        3579        6017        5700
        1104        2795        3897
        1105        2796        3898
        1107        2797        3899
         475        6125        2318
         479        6126        2319
         480        6127        2320
        2069        5807        2999
         745        2999        5807
         746        3000        5808
        2071        5808        3000
        2073        5809        3001
         748        3001        5809
         950        3986        2718
        1317        2335        4739
        1318        2336        4740
        5677        3741        1195
         571        2358        6136
        1647        4851        3924
         991        2521        5823
        1767        5823        2521
         790        3588        4850
         605        5387        3908
        1281        4455        2363
        1282        4456        2364
        1279        2365        4457
        1280        2366        4458
         851        5055        2729
        2066        3734        5764
        1766        5645        2910
        1021        2771        5192
        1022        5193        2772
        1024        2773        5194
        1273        4272        2536
        1074        2620        6048
        1907        6048        2620
        1075        2621        6049
        1908        6049        2621
        1076        2622        6050
        1909        6050        2622
         476        4243        2514
         670        2460        3794
         672        2461        3795
        1083        5161        2403
        1646        5830        5284
         342        5531        2507
         344        2508        5532
         345        2509        5533
        1614        2316        4128
        1615        2317        4129
         887        4425        2628
         889        4426        2629
         888        4427        2630
         890        4428        2631
         935        5110        2559
         936        5111        2560
         429        6249        6612
        2554        3741        5677
        3021        5587        6316
         426        2307        4275
        1566        5993        3288
        1565        5992        3289
        1563        3286        5991
        1564        3287        5990
         532        2814        3869
         950        2406        5159
         775        2308        4407
         776        2309        4408
         777        4409        2310
         779        2312        4410
         778        4411        2311
         780        2313        4412
         781        4413        2314
         782        4414        2315
        3451        5893        4224
        1920        2561        6334
         350        6334        2561
        1921        2562        6335
         352        6335        2562
         386        2347        3951
         387        2348        3952
        2229        6575        4624
         483        2327        4093
        2389        6510        3106
         492        4323        6205
         998        2702        3368
         999        2703        3369
         380        2420        3650
        1147        2954        3025
        1148        2955        3026
         444        2670        3330
         445        2671        3331
        1566        5035        5993
        1565        5034        5992
        1563        5991        5032
        1564        5990        5033
         777        4016        2395
         781        4017        2396
         782        4018        2397
        1082        4845        5160
        1789        6164        4435
         642        3454        2588
         643        3455        2589
         420        2688        4102
         421        2690        4103
          79        2916        5467
           8        2912        5466
         150        2918        5471
         214        5469        2913
         221        2914        5470
         285        5468        2911
         143        5472        2917
          72        5473        2915
         534        2920        6733
         535        2921        6734
         536        2922        6735
        1812        4160        6002
         353        6339        2563
        1922        2563        6339
        1367        6626        2325
        1481        5165        5107
         906        6017        2502
        1280        6861        2366
        2113        2971        6343
        1102        2581        4396
         816        4420        2750
        1591        5812        3913
        1590        5811        3912
        1584        2411        5176
        1767        5094        5823
        2525        3753        4197
        1170        6021        2431
         421        2432        6022
         487        2338        4043
         859        3931        2508
         860        3932        2509
         295        4899        4945
         601        3845        3955
        1565        4914        2834
        1566        4915        2835
        1563        2832        4916
        1564        2833        4917
         244         245        2786
         173         174        2787
         119         120        2789
          48          49        2788
        1046        3314        2604
         366        3843        3166
        1002        5156        2347
        1003        5157        2348
        1045        4310        2978
        1529        2978        4310
        1531        4311        2979
        1046        2979        4311
         894        2331        4144
         513        3106        6510
         690        2328        4481
        2749        4542        6662
        2718        3004        6090
        3608        6576        5216
        1094        2681        4152
        2142        2928        6599
         974        2826        3332
         331        2724        3781
        1596        5369        4790
        1597        5370        4791
         289        5255        2337
        1121        3305        6279
        3186        6765        6946
        2326        5317        3641
         925        6531        4293
        1197        2506        4890
         342        5241        2332
         344        2333        5242
         345        2334        5243
         319        2462        5291
         630        4870        2505
        1153        6486        6203
        3528        5226        5728
        1260        3490        3116
        1354        3116        3490
         423        4028        6916
        1482        2709        5218
        1483        2710        5219
        1111        5442        3202
        1894        4128        5857
        1895        4129        5858
         849        6697        3254
        1864        3728        5581
         577        3641        5317
        1035        3696        3018
         505        5916        3409
         394        3925        3458
        3182        6016        4051
         798        2799        4196
        1437        4196        2799
        1912        2802        6372
         857        2507        4242
        1152        6449        6199
        1112        3510        2473
        1167        4960        4836
        2415        3409        5916
        2581        4293        6531
        1248        3483        2613
        2138        6614        4444
        2331        6533        2820
        1023        3383        4600
        1163        2707        3573
         910        2607        6950
         911        2608        6951
        1122        3028        4482
        1078        2841        5867
        1077        2840        5866
        1079        5868        2842
        1058        4163        6319
        1836        3226        5961
         871        3255        2658
         872        3256        2659
        1382        3232        4045
        1317        2658        3255
        1318        2659        3256
         600        3071        4325
        1257        2722        3636
         966        3636        2722
        1387        2970        3961
         818        2943        4807
        1257        3133        3193
        1173        3193        3133
         869        2667        3291
         870        2668        3292
        1327        3292        2668
        1326        3291        2667
         791        2337        4876
        1194        3520        2775
          57          58        3289
         128         129        3288
         235         236        3286
         164         165        3287
         975        2827        3159
         860        5350        2878
         859        5348        2877
         424        4009        2470
         425        4010        2471
         427        4011        2472
         908        6959        2605
         909        6960        2606
         867        6388        4265
         868        6389        4266
        2114        4866        3651
        6893        1991        4480
         494        4389        2339
        1288        3052        3039
        1289        3053        3040
        1290        3054        3041
        1573        5297        4555
        1421        4049        3927
        1319        4077        4571
        1320        4078        4573
        1321        4079        4572
        1322        4080        4574
        2532        5756        4523
        1452        5043        4375
        5756        1446        4523
        2262        4571        4077
        2263        4573        4078
        2264        4572        4079
        2265        4574        4080
        2453        6848        3717
        2454        6849        3718
         706        2513        5894
        1750        5894        2513
        2094        4597        6454
        2602        4067        3257
        2603        4068        3258
        1169        6985        2687
        1738        3218        3059
         977        3059        3218
         979        3060        3219
        1739        3219        3060
        1741        3220        3063
         982        3063        3220
        1477        6900        6030
        2564        3703        6629
         612        6329        2377
         847        6822        2643
        1360        4703        2374
        1361        4704        2375
         930        4019        2386
        1898        4024        5649
         542        3185        2910
        2823        5008        6791
        1068        2350        4813
        1069        2351        4814
         852        2701        4402
        1182        2409        3908
         946        5141        2849
        1789        2849        5141
        5319         462        3826
        2488        5319        3826
         362        3162        3849
         363        3164        3850
         367        3168        3851
        1182        3938        2409
         667        3651        4866
         801        5107        2449
        1459        4889        4689
        1459        3658        4889
        5231         653        3746
        2433        5231        3746
        1979        4678        5558
         843        2408        3873
         293        4985        3201
         528        3652        2448
         531        2451        3653
         770        5573        4189
         852        3205        5318
         648        2566        3459
        1902        4922        3867
        1903        4923        3868
        1434        3203        4637
        1223        3942        5789
        2411        5688        3831
        1265        2756        3213
        1266        2757        3214
        1267        2758        3215
         865        4373        2358
        1414        2960        5339
        1153        3178        6486
        1819        3895        4405
        2114        5140        5643
        1498        4651        3144
         949        4624        2596
         292        6034        2390
        2759        6633        3514
        6633        1191        3514
        6634        1192        3515
        2760        6634        3515
         305        2421        5803
         605        3908        2409
        1300        2378        4170
        1625        5854        3567
        1626        5855        3568
        1627        5856        3569
        1711        3988        5553
        1164        2395        4016
        1165        2396        4017
        1166        2397        4018
        2684        6819        6511
        2685        6820        6512
           6           7        2879
         286         287        2881
          77          78        2880
         219         220        2882
         215         216        2883
          73          74        2885
         148         149        2884
         144         145        2886
         517        4036        2552
        1152        3142        6449
        1126        2598        5881
        6485         453        5777
        1097        3039        3052
        1098        3040        3053
        1099        3041        3054
        2215        4666        6428
         462        6714        3826
        1167        3358        4960
        1113        3443        2555
        1306        2372        4459
        1307        2373        4460
        1207        2869        3382
         503        5374        2441
        1731        3721        4720
        1832        2775        5973
        1833        5971        2776
        1835        5972        2777
        1358        5837        2376
         572        5642        3199
         779        2409        3938
        6629        3703        1699
        2277        3254        6697
        1258        4151        4110
        6879        3028        3987
        3035        6003        4393
        3036        6004        4394
        3038        6005        4395
        2501        4239        4837
        4837        4239         309
        2425        6485        5777
         915        2376        4450
         916        2377        4451
         957        4659        2386
         616        5100        3903
        1122        2887        3987
         791        5792        3968
         563        4891        3129
        2611        6552        3580
        2612        6553        3582
        2610        6551        3581
        2519        3094        4840
        2520        3095        4841
        1300        5618        2378
        2052        5551        5261
        2053        5552        5262
         541        5791        3767
         539        5790        3766
         540        3765        5789
         311        6653        2615
         726        5286        2436
         925        3903        2823
         240        2379        4518
         169        2380        4519
          53        4520        2381
         124        4521        2382
        1428        2765        3640
        1731        4720        5751
        3618         386        6031
        3619         387        6032
        1660        5347        2655
        1661        5349        2656
         515        6173        2456
        1500        3249        2730
        1501        3250        2731
         727        6362        2437
        1174        6914        2570
         267        4541        2536
         196        4540        2537
          26        2535        4539
          97        2534        4538
         844        2594        3662
        1211        3662        2594
         845        2595        3663
        1212        3663        2595
        6031         386        3545
        6032         387        3546
        1104        5487        3567
        2412        3567        5487
        1107        5489        3569
        1105        5488        3568
        2414        3569        5489
        2413        3568        5488
         858        2404        4934
        2048        6722        2637
        2442        4120        4865
        4865        4120        1385
        3144        4651        6965
        1828        4600        3383
        1534        2609        5024
         408        5024        2609
        2040        3119        5560
         328        5560        3119
         929        3712        2454
        1910        3422        5266
         675        3759        2893
         799        3575        2499
        1444        3673        2460
        1445        3674        2461
         818        4648        2527
         995        2888        3181
        1019        2453        3717
        1261        3330        2670
        1262        3331        2671
        1178        3831        5688
         897        6236        2463
         555        4739        4231
         556        4740        4232
         619        3500        3233
        1383        3233        3500
        2243        6765        3186
        1135        3440        2698
        1136        3441        2699
        1137        3442        2700
        2169        4927        4189
        1133        3635        2902
        1093        5045        2640
        2298        4278        6297
        2297        4277        6296
        2300        6298        4279
        2335        4231        4739
        2336        4232        4740
         730        2489        5757
         665        6655        4246
        1427        4292        2761
         683        2761        4292
        1254        5570        2497
        1891        3789        5026
        1759        5455        3948
        2294        5388        3507
        1578        3507        5388
        2295        5389        3508
        1579        3508        5389
        1750        2513        6205
        1766        2910        4480
        1259        4100        4149
         703        2908        3147
         308        5672        3337
         311        5685        6887
        2076        5829        4625
        1422        4238        3453
        2060        5779        5024
        1119        2839        4934
        2492        3293        4742
        2493        3294        4743
        2494        3295        4744
        1080        5859        2869
        6624         447        4338
        2318        4730        2925
        2319        4731        2926
        2320        4732        2927
         859        5765        3931
         860        5766        3932
         246        3966        4798
         175        3967        4797
          47        4800        3964
         118        4799        3965
        1194        2815        4980
        1337        4164        2415
         342        2507        3548
         784        5018        2512
         495        5525        2466
         919        2556        5624
         921        2557        5625
         922        2558        5626
        1973        3379        4945
        1016        6599        2928
         866        6383        4672
         578        3440        3322
         580        3441        3323
         581        3442        3324
        6819         905        6511
        6820         906        6512
        1431        2417        4878
        1432        2418        4879
          55        4346        3475
         126        4347        3476
         238        3474        4345
         167        3473        4344
         563        5461        2399
        1765        3157        2909
        1939        3285        5093
         987        4290        6240
         604        6557        2395
         608        6556        2396
         609        6558        2397
         413        6412        2701
        1306        3698        3151
        1307        3699        3152
         992        2522        5995
         469        6696        4858
        1431        3404        4513
        1840        4513        3404
        1432        3405        4514
        1841        4514        3405
        1488        3028        6879
         569        3382        2869
        2288        3266        6571
        2289        3268        6572
         566        2840        3380
         567        2841        3381
        1204        3380        2840
        1205        3381        2841
        2932        4968        6130
        2933        4969        6131
         484        6152        3532
        1145        6010        4647
         382        4598        4153
        1859        3128        5457
        2291        5861        3329
         476        3329        5861
        3860        6477        5479
        1442        4166        3842
        1399        4512        5461
         528        2448        4872
        5979        5214        1644
        1249        3283        3140
        1213        2662        4060
         418        2419        4145
         342        3548        2653
         572        3199        3685
        1464        4971        2423
        1119        4207        3392
         878        6106        6478
        2217        4365        6153
        2704        5310        4322
        2361        5527        3574
        1809        4835        4267
        1585        6931        4543
        2389        3106        6610
         827        5134        2403
         586        4515        3003
         961        2832        4685
        1563        4685        2832
         963        2833        4686
        1564        4686        2833
        1565        2834        4687
         964        4687        2834
         965        4688        2835
        1566        2835        4688
         421        3929        2432
         641        4604        5581
        1179        4075        3402
        1180        4076        3403
        1123        5616        2720
         382        4153        2648
         383        4154        2649
        1338        4990        2416
        1449        2503        4861
         484        4861        2503
         340        2997        4142
        1460        4142        2997
         341        2998        4143
        1461        4143        2998
         549        4352        5268
        2214        5614        3427
        2146        6247        4295
         641        3649        4880
        1046        4023        6837
        6179         501        3897
        2795        6179        3897
        2796        6180        3898
        6180         502        3898
        2797        6181        3899
        6181         504        3899
         305        4091        2421
         906        5700        6017
         370        3957        3176
         372        3958        3177
         835        6281        3005
        2170        3005        6281
        2586        5269        3113
          55          56        4346
         126         127        4347
         237         238        4345
         166         167        4344
        2057        3633        4189
        1444        2460        4978
         670        4978        2460
        1072        2845        3228
        1836        4702        3226
        1398        3029        6574
        1950        3736        2498
         973        6589        6446
        1128        2972        4653
        1576        2814        5385
        1201        2539        3534
        2015        3465        5936
         976        4651        3102
        1630        3433        3962
        1244        3962        3433
        2157        3007        4027
        1986        5265        6472
        1081        6610        3106
         987        2484        4298
        1804        4230        2577
        1173        2897        4627
        1664        5236        3263
         495        3900        6070
         605        2409        6712
         319        2793        4839
        1592        4839        2793
        2477        5825        4863
        2478        5826        4864
        1203        2540        3547
         738        2990        6400
         739        2991        6401
         639        4090        6093
         897        5061        6491
         406        2666        6621
         660        4691        3404
         661        4692        3405
         511        4749        3293
        1865        3293        4749
        1866        3294        4750
         512        4750        3294
         514        4752        3295
        1868        3295        4752
         619        3696        2723
        1448        3216        3641
        3101        5214        5979
        1418        2426        4741
        1651        4641        4308
        2399        6305        4891
        3530        5169        5734
        3531        5170        5735
        1497        2961        4693
        1265        2492        5654
        1266        2493        5655
        1267        2494        5656
        2210        5078        5097
        2906        5197        6984
          17          18        3593
          88          89        3594
         204         205        3598
         275         276        3597
         159         160        3600
         230         231        3599
          62          63        3595
         133         134        3596
        1340        5344        4186
        1234        3645        3501
         948        6925        2488
        3047        6624        4338
         842        4676        2790
        1540        2747        3711
        1541        2748        3712
        2203        6922        4088
        2204        6923        4089
        1826        5216        6576
        2552        4036        5322
        4036        1122        5322
         468        6717        3817
         303        3225        2896
        1000        2951        3174
        3842        4166        6740
         348        4761        3717
         349        4762        3718
         481        4859        2953
        1920        3874        2561
        1921        3875        2562
         588        5835        3204
        1127        2852        4240
        1141        4431        2512
        1592        2793        4004
         530        3939        2450
         531        3940        2451
         403        2966        3679
         404        2967        3680
         826        5934        2439
        2385        6810        3318
        5829        6784        4625
        1922        3872        2563
        1323        2433        4092
         395        3926        3317
        1509        3317        3926
         420        4102        4892
         421        4103        4893
        1303        3393        3197
         310        3197        3393
         403        3602        2732
         404        3603        2733
        2234        3754        5727
        1122        3987        3028
         374        3770        4418
         375        3771        4419
        1183        2894        3264
         356        3264        2894
        1184        2895        3265
         357        3265        2895
         529        2449        5165
        1145        4647        3082
        1728        4867        4386
        1732        3744        2650
         397        2650        3744
        1733        3745        2651
         398        2651        3745
        1925        2672        4794
        1817        5833        2741
        1630        3962        2450
         373        5007        3154
        1270        3424        2657
        1123        2468        3832
         574        3351        2962
        1216        2962        3351
        1217        2963        3352
         575        3352        2963
         576        3353        2964
        1218        2964        3353
        1618        2855        5128
        1619        2856        5131
        1617        5133        2854
        1616        5132        2853
         365        4155        3278
         453        3418        5777
        1060        5093        3285
        1418        4833        2426
         873        4610        2950
        1584        2950        4610
         841        2937        5491
        2061        5491        2937
        1199        5825        2477
        1200        5826        2478
        1470        3919        2565
        1964        2565        3919
        1471        3920        2566
        1224        3798        4137
        1225        3799        4139
         344        2655        5347
         345        2656        5349
         770        4189        4927
        1150        3377        2732
        1151        3378        2733
        1070        4164        3550
         392        3306        3901
        1495        3901        3306
         393        3307        3902
        1496        3902        3307
         413        5599        2500
        1362        3950        2971
        1127        4240        2893
         911        2754        5268
         628        3081        5021
        1314        3423        3947
         856        5575        2568
         624        4376        4792
         625        4377        4793
        1155        2645        3444
        2059        5482        5374
        1420        3305        4759
         435        5678        4328
        2029        2660        6715
         588        3313        5835
        1141        5018        4344
        1133        3051        3635
        1129        5291        2462
        1163        2567        5544
         418        2687        6985
         489        3510        4396
        1383        5877        3233
        2340        3931        5765
        2341        3932        5766
        1072        3272        2838
         905        6659        6511
        2841        3980        5867
        2840        3979        5866
        2842        5868        3981
        1086        3817        2482
         518        3305        2807
          43        3433        5703
         114        3434        5704
         250        5701        3431
         179        5702        3432
         894        2553        6080
        3029        3328        6574
        2331        5881        5682
        1526        5136        5429
        1527        5137        5430
        2216        3900        6014
        1195        2504        5677
        1154        3105        5931
         630        3573        2707
        2766        6370        4493
        2566        6425        3459
        2910        6893        4480
        1639        4499        5260
         903        6803        5534
         904        6804        5535
        1414        4342        2960
        1353        6308        2662
